frame_idx,nombre_archivo,brisque_orig,brisque_sin_hud,niqe_orig,niqe_sin_hud,sigma_orig,sigma_sin_hud,var_lap_orig,var_lap_sin_hud,brisque_denoised,niqe_denoised,sigma_denoised,var_lap_denoised
6421,frame_06421.png,13.05,3.26,6.33,6.327,7.4129,5.9303,1362.09,155.15,9.41,9.012,5.9303,150.43
6451,frame_06451.png,16.01,6.39,6.817,6.37,5.9303,5.9303,1498.74,159.61,10.61,9.07,5.9303,161.28
6481,frame_06481.png,33.53,21.13,5.58,6.167,5.9303,4.4477,1833.74,182.68,36.25,8.053,4.4477,185.37
6511,frame_06511.png,27.11,18.0,6.402,5.857,8.8955,7.4129,1722.47,336.99,43.06,8.253,8.8955,332.89
6541,frame_06541.png,20.44,13.21,8.578,6.066,4.4477,4.4477,1091.7,108.93,15.71,8.439,4.4477,106.15
6571,frame_06571.png,34.74,25.65,7.158,5.866,2.9652,2.9652,1302.72,73.18,29.57,7.933,2.9652,73.95
6601,frame_06601.png,21.14,14.6,5.928,4.95,5.9303,5.9303,1170.04,127.93,12.08,5.939,5.9303,131.85
6631,frame_06631.png,21.01,11.68,6.615,5.271,5.9303,5.9303,1293.09,128.43,11.63,6.932,5.9303,135.48
6661,frame_06661.png,18.82,7.63,6.498,7.761,8.8955,7.4129,2101.36,205.22,16.08,9.261,7.4129,201.4
6691,frame_06691.png,19.12,11.9,6.698,9.365,8.8955,7.4129,2263.65,185.09,14.24,10.538,4.4477,157.72
6721,frame_06721.png,28.16,23.19,5.128,5.363,5.9303,5.9303,2277.65,291.65,11.59,6.711,5.9303,285.53
6751,frame_06751.png,35.29,40.57,9.974,9.363,2.9652,1.4826,877.66,18.74,35.76,9.014,2.9652,21.01
6781,frame_06781.png,31.86,39.21,9.857,9.582,2.9652,1.4826,859.33,16.75,34.0,9.468,2.9652,18.82
6811,frame_06811.png,15.97,10.12,5.569,7.76,7.4129,5.9303,1129.1,67.63,14.09,8.509,4.4477,57.9
6841,frame_06841.png,145.77,145.49,9.677,8.28,38.5471,23.7213,10386.4,7275.13,156.08,8.349,23.7213,6225.12
6871,frame_06871.png,21.19,11.07,7.63,5.989,4.4477,4.4477,1396.04,113.09,11.88,8.738,5.9303,115.82
6901,frame_06901.png,86.27,66.18,6.316,6.021,0.0,0.0,1802.24,106.32,71.12,8.279,0.0,99.06
6931,frame_06931.png,11.37,3.53,5.455,5.724,8.8955,7.4129,1375.86,160.47,12.94,8.466,7.4129,151.65
6961,frame_06961.png,36.8,49.03,10.267,7.746,1.4826,1.4826,1150.54,52.15,41.05,8.297,2.9652,60.49
6991,frame_06991.png,127.89,107.42,21.02,33.688,0.0,0.0,2479.15,101.52,103.41,29.672,0.0,120.46
7021,frame_07021.png,127.61,109.35,21.039,33.669,0.0,0.0,2473.33,99.61,104.0,29.662,0.0,118.47
7051,frame_07051.png,127.29,126.08,20.965,33.571,0.0,0.0,2476.61,97.31,102.91,30.959,0.0,116.2
7081,frame_07081.png,127.16,126.08,20.91,33.573,0.0,0.0,2478.81,97.32,102.91,30.96,0.0,116.21
7111,frame_07111.png,127.69,112.95,20.991,33.572,0.0,0.0,2481.2,97.31,101.61,30.787,0.0,116.2
7141,frame_07141.png,129.64,126.08,21.142,33.572,0.0,0.0,2410.04,97.32,102.91,30.96,0.0,116.2
7171,frame_07171.png,129.36,117.43,21.091,33.556,0.0,0.0,2414.07,97.32,100.9,30.853,0.0,116.2
7201,frame_07201.png,129.19,97.23,21.134,30.639,0.0,0.0,2410.31,97.37,98.8,30.116,0.0,116.2
7231,frame_07231.png,92.37,96.47,10.24,13.914,0.0,0.0,2378.84,103.99,96.7,14.697,0.0,118.7
7261,frame_07261.png,64.83,71.16,7.102,10.434,0.0,0.0,2347.36,118.42,70.42,11.154,0.0,126.67
7291,frame_07291.png,67.14,75.66,6.899,10.689,1.4826,0.0,2323.93,113.26,73.44,11.758,0.0,124.28
7321,frame_07321.png,39.26,38.0,6.272,8.888,4.4477,2.9652,2296.85,150.47,38.69,9.985,2.9652,143.63
7351,frame_07351.png,45.04,40.26,6.256,8.5,4.4477,4.4477,2328.88,163.49,44.09,10.138,2.9652,156.3
7381,frame_07381.png,55.12,50.05,6.549,8.561,4.4477,2.9652,2305.09,161.9,54.58,10.244,2.9652,160.58
7411,frame_07411.png,38.78,29.36,5.735,6.842,4.4477,2.9652,2296.83,194.5,34.03,7.68,2.9652,192.28
7441,frame_07441.png,26.93,17.93,5.152,6.772,7.4129,5.9303,2334.79,223.41,23.4,7.507,4.4477,217.32
7471,frame_07471.png,25.29,16.17,5.191,6.606,7.4129,5.9303,2308.73,214.01,19.95,7.406,4.4477,207.71
7501,frame_07501.png,17.56,8.09,5.317,6.603,10.3781,7.4129,2286.28,248.43,14.0,7.738,5.9303,236.22
7531,frame_07531.png,17.62,7.8,5.334,6.547,10.3781,7.4129,2198.53,251.87,13.93,7.278,7.4129,243.76
7561,frame_07561.png,17.28,8.41,5.382,6.744,11.8606,8.8955,2105.96,278.63,19.34,8.91,8.8955,268.98
7591,frame_07591.png,16.07,8.3,5.249,6.526,13.3432,10.3781,2099.25,326.56,18.0,7.588,10.3781,319.24
7621,frame_07621.png,19.82,7.77,4.659,4.114,7.4129,5.9303,1246.2,146.28,10.6,5.556,7.4129,146.51
7651,frame_07651.png,23.64,18.9,6.511,4.775,4.4477,4.4477,1137.94,114.58,15.48,5.576,4.4477,117.31
7681,frame_07681.png,16.63,9.13,5.9,6.909,13.3432,10.3781,1869.46,318.5,16.66,8.243,10.3781,319.92
7711,frame_07711.png,17.43,9.43,6.092,6.616,11.8606,8.8955,1892.13,332.97,15.97,7.863,10.3781,335.36
7741,frame_07741.png,21.58,12.43,6.855,6.981,11.8606,8.8955,1408.85,296.23,23.81,8.216,8.8955,302.06
7771,frame_07771.png,22.29,13.25,6.964,7.289,8.8955,7.4129,1216.43,247.87,18.03,8.716,7.4129,238.65
7801,frame_07801.png,22.68,12.04,6.421,6.759,10.3781,7.4129,1194.28,228.22,18.4,8.378,8.8955,220.7
7831,frame_07831.png,26.0,15.56,6.974,6.968,8.8955,7.4129,1103.81,192.59,18.53,8.426,7.4129,185.18
7861,frame_07861.png,24.37,13.23,6.964,6.886,7.4129,5.9303,1092.78,160.75,17.84,8.176,7.4129,159.57
7891,frame_07891.png,21.05,11.23,5.909,6.644,11.8606,8.8955,1118.25,211.31,19.84,7.862,8.8955,205.87
7921,frame_07921.png,20.68,10.5,5.972,6.541,11.8606,8.8955,1119.98,220.24,18.64,7.623,8.8955,212.83
7951,frame_07951.png,21.35,10.9,6.064,6.599,11.8606,8.8955,1106.3,194.33,19.16,7.603,8.8955,193.68
7981,frame_07981.png,20.97,11.02,6.068,6.809,11.8606,8.8955,1133.25,215.6,18.86,7.744,10.3781,212.9
8011,frame_08011.png,21.01,11.25,5.984,6.628,11.8606,8.8955,1135.72,211.02,18.78,7.597,8.8955,209.04
8041,frame_08041.png,21.74,10.91,5.964,6.736,11.8606,8.8955,1132.46,201.47,19.06,7.706,8.8955,200.25
8071,frame_08071.png,18.87,9.08,5.602,6.486,11.8606,10.3781,1165.13,216.61,19.64,7.723,10.3781,209.98
8101,frame_08101.png,20.12,9.79,6.302,6.859,10.3781,8.8955,1128.91,193.53,18.44,8.048,8.8955,193.74
8131,frame_08131.png,20.08,10.43,5.921,6.303,11.8606,8.8955,1124.53,217.9,18.97,7.195,8.8955,212.44
8161,frame_08161.png,19.95,9.47,5.766,6.465,11.8606,8.8955,1104.74,198.28,18.06,7.616,8.8955,195.29
8191,frame_08191.png,21.54,11.78,6.227,6.649,10.3781,7.4129,1097.71,200.14,17.97,7.39,8.8955,199.16
8221,frame_08221.png,21.31,12.01,5.833,6.671,11.8606,8.8955,1129.69,223.95,19.85,7.726,10.3781,217.24
8251,frame_08251.png,21.22,12.14,5.822,6.842,11.8606,10.3781,1119.29,220.55,19.55,7.748,10.3781,216.77
8281,frame_08281.png,20.76,11.96,5.531,6.431,13.3432,10.3781,1164.02,256.13,19.17,7.327,10.3781,247.09
8311,frame_08311.png,20.46,11.32,5.498,6.326,11.8606,10.3781,1150.4,241.6,18.86,7.361,10.3781,234.28
8341,frame_08341.png,22.65,14.11,5.983,6.279,10.3781,8.8955,1127.65,237.04,19.0,7.061,8.8955,229.23
8371,frame_08371.png,19.79,11.76,5.581,6.242,13.3432,10.3781,1156.6,253.76,19.1,7.148,10.3781,247.55
8401,frame_08401.png,19.15,10.98,5.496,6.55,13.3432,10.3781,1156.92,254.8,18.6,7.253,10.3781,247.18
8431,frame_08431.png,20.51,12.29,5.507,6.484,13.3432,10.3781,1138.89,244.58,19.21,7.355,10.3781,238.54
8461,frame_08461.png,21.05,13.31,5.497,6.36,13.3432,10.3781,1176.78,266.23,20.73,7.321,10.3781,257.64
8491,frame_08491.png,20.27,12.66,5.269,6.211,13.3432,10.3781,1170.81,259.67,19.84,7.043,10.3781,253.01
8521,frame_08521.png,20.54,12.09,5.409,6.197,13.3432,10.3781,1153.66,252.88,20.04,7.072,10.3781,243.62
8551,frame_08551.png,21.79,12.53,5.862,6.3,10.3781,8.8955,1121.35,228.31,17.76,6.853,8.8955,223.74
8581,frame_08581.png,20.29,12.11,5.371,6.396,13.3432,10.3781,1145.76,245.63,19.35,7.33,10.3781,237.82
8611,frame_08611.png,19.42,11.09,5.42,6.172,13.3432,10.3781,1149.04,251.2,18.69,7.163,10.3781,242.81
8641,frame_08641.png,20.46,13.13,5.605,6.39,13.3432,10.3781,1160.65,261.16,21.01,7.342,10.3781,253.69
8671,frame_08671.png,21.0,12.64,5.214,6.108,13.3432,10.3781,1153.02,262.82,21.04,6.982,10.3781,254.35
8701,frame_08701.png,20.29,12.39,5.174,6.206,13.3432,10.3781,1160.62,266.77,20.13,7.046,10.3781,260.15
8731,frame_08731.png,18.91,10.95,4.983,5.764,13.3432,10.3781,1171.5,271.59,18.47,6.736,10.3781,255.59
8761,frame_08761.png,17.84,7.26,5.445,5.975,11.8606,8.8955,1110.39,212.71,16.93,6.694,8.8955,207.85
8791,frame_08791.png,18.89,8.52,5.451,5.672,11.8606,8.8955,1090.86,200.41,17.21,6.474,8.8955,195.97
8821,frame_08821.png,21.96,13.49,5.653,5.709,11.8606,8.8955,1101.49,247.87,18.84,6.523,8.8955,239.9
8851,frame_08851.png,19.43,12.33,5.143,5.846,13.3432,10.3781,1152.79,271.59,19.76,6.774,10.3781,264.81
8881,frame_08881.png,19.5,11.43,5.466,5.862,13.3432,10.3781,1133.13,251.83,19.0,6.507,10.3781,246.01
8911,frame_08911.png,19.23,11.22,5.221,5.432,13.3432,10.3781,1125.73,247.84,18.76,6.106,10.3781,242.36
8941,frame_08941.png,22.1,12.77,5.69,5.521,11.8606,8.8955,1109.99,245.9,18.56,6.4,8.8955,240.99
8971,frame_08971.png,21.79,12.89,5.726,5.701,10.3781,8.8955,1091.87,226.84,18.36,6.737,8.8955,223.75
9001,frame_09001.png,19.41,11.1,5.258,5.441,13.3432,10.3781,1140.52,267.5,18.99,6.384,10.3781,259.33
9031,frame_09031.png,19.34,11.65,5.336,5.743,13.3432,10.3781,1133.38,257.81,18.77,6.564,10.3781,249.3
9061,frame_09061.png,22.4,13.71,5.747,5.446,10.3781,8.8955,1097.52,227.53,19.27,6.459,8.8955,222.95
9091,frame_09091.png,19.49,11.83,5.19,5.652,13.3432,10.3781,1136.91,253.54,18.12,6.462,10.3781,244.25
9121,frame_09121.png,19.1,11.38,5.149,5.293,13.3432,10.3781,1149.17,265.02,18.4,6.191,10.3781,253.22
9151,frame_09151.png,17.81,10.91,5.146,5.132,13.3432,10.3781,1144.9,264.58,18.34,6.043,10.3781,254.78
9181,frame_09181.png,20.88,11.37,5.422,5.547,11.8606,8.8955,1109.7,236.47,17.42,6.907,8.8955,222.23
9211,frame_09211.png,22.0,13.04,5.915,5.848,10.3781,8.8955,1082.21,223.1,17.78,6.486,8.8955,219.08
9241,frame_09241.png,24.2,14.22,6.399,6.29,8.8955,7.4129,1071.25,185.95,11.96,8.14,7.4129,174.49
9271,frame_09271.png,23.27,12.71,6.446,5.952,8.8955,7.4129,1030.59,170.7,17.72,6.934,7.4129,166.52
9301,frame_09301.png,23.63,11.7,6.234,6.277,8.8955,7.4129,1088.37,166.16,18.56,7.525,7.4129,164.42
9331,frame_09331.png,23.38,10.1,7.635,8.197,8.8955,7.4129,1066.91,144.31,23.92,10.241,7.4129,139.3
9361,frame_09361.png,22.08,10.1,7.195,8.433,10.3781,7.4129,1064.24,147.52,27.22,10.921,7.4129,142.94
9391,frame_09391.png,24.06,11.61,7.433,8.511,10.3781,7.4129,1047.82,148.69,28.4,10.933,7.4129,143.92
9421,frame_09421.png,22.68,11.32,7.066,8.684,10.3781,7.4129,1114.16,148.23,26.55,11.234,7.4129,142.51
9451,frame_09451.png,17.57,9.33,7.14,6.262,5.9303,5.9303,1226.6,150.22,10.47,4.637,5.9303,152.65
9481,frame_09481.png,108.52,101.84,13.397,18.93,0.0,0.0,2314.11,206.14,45.64,5.771,2.9652,212.18
9511,frame_09511.png,56.25,65.32,9.56,7.684,1.4826,1.4826,1116.83,19.97,47.31,7.45,1.4826,26.34
9541,frame_09541.png,16.8,5.54,6.03,5.844,8.8955,7.4129,1242.65,138.35,15.03,8.813,7.4129,135.7
9571,frame_09571.png,19.25,7.47,6.555,5.775,5.9303,5.9303,1158.84,118.09,16.06,8.745,5.9303,120.15
9601,frame_09601.png,25.46,12.18,7.795,8.463,10.3781,8.8955,1080.32,158.76,31.7,11.326,8.8955,158.02
9631,frame_09631.png,23.25,10.26,6.766,6.962,10.3781,7.4129,1086.21,181.98,24.79,8.686,8.8955,186.03
9661,frame_09661.png,18.37,13.28,5.058,6.248,14.8258,11.8606,1292.55,341.29,23.95,7.658,11.8606,326.82
9691,frame_09691.png,18.02,8.14,6.175,6.251,8.8955,7.4129,1224.69,227.18,12.74,7.09,7.4129,227.49
9721,frame_09721.png,25.37,11.91,7.862,8.231,7.4129,5.9303,1190.62,138.67,24.06,10.397,5.9303,142.6
9751,frame_09751.png,25.18,11.55,7.805,8.493,8.8955,7.4129,1156.49,158.62,24.89,10.646,7.4129,150.02
9781,frame_09781.png,24.4,11.33,7.332,8.28,10.3781,7.4129,1124.56,157.3,26.5,10.784,7.4129,147.06
9811,frame_09811.png,23.38,11.43,7.196,8.428,10.3781,7.4129,1096.45,149.76,28.58,10.918,7.4129,144.88
9841,frame_09841.png,23.47,10.55,7.515,8.469,8.8955,7.4129,1044.27,134.04,24.27,10.915,7.4129,128.65
9871,frame_09871.png,21.8,9.78,7.486,8.387,8.8955,7.4129,1058.53,138.48,25.23,10.807,7.4129,133.28
9901,frame_09901.png,23.7,11.73,7.367,8.798,10.3781,8.8955,1101.34,151.9,26.73,11.056,7.4129,146.01
9931,frame_09931.png,21.67,9.74,7.461,8.25,8.8955,7.4129,1052.27,131.81,23.62,10.641,7.4129,125.97
9961,frame_09961.png,22.66,10.9,7.118,8.383,10.3781,8.8955,1107.14,158.96,26.7,10.987,8.8955,149.92
9991,frame_09991.png,23.5,11.53,7.382,8.565,10.3781,7.4129,1082.29,147.05,26.76,11.246,7.4129,139.38
10021,frame_10021.png,22.29,10.72,7.238,8.428,10.3781,7.4129,1125.65,151.57,25.08,10.804,7.4129,143.73
10051,frame_10051.png,22.01,9.88,7.278,8.514,10.3781,7.4129,1141.06,147.74,24.09,11.023,7.4129,140.04
10081,frame_10081.png,23.21,11.18,7.553,8.618,10.3781,7.4129,1106.09,148.3,24.91,10.807,7.4129,139.07
10111,frame_10111.png,22.09,10.66,7.384,8.449,10.3781,7.4129,1104.47,150.43,25.22,10.785,7.4129,140.79
10141,frame_10141.png,22.58,10.82,7.255,8.479,10.3781,8.8955,1116.33,151.49,25.0,10.914,7.4129,141.87
10171,frame_10171.png,23.43,11.09,7.294,8.725,10.3781,8.8955,1111.11,149.79,24.27,11.037,7.4129,140.78
10201,frame_10201.png,22.82,11.38,7.463,8.462,10.3781,7.4129,1091.5,147.31,26.23,10.593,7.4129,138.89
10231,frame_10231.png,22.95,10.99,7.407,8.48,10.3781,7.4129,1084.23,143.52,25.12,10.699,7.4129,136.34
10261,frame_10261.png,23.19,10.99,7.386,8.534,10.3781,7.4129,1113.69,149.88,24.92,10.881,7.4129,143.96
10291,frame_10291.png,23.17,11.49,7.529,8.675,10.3781,8.8955,1105.84,152.28,27.13,10.828,7.4129,146.42
10321,frame_10321.png,22.17,11.02,7.506,8.448,8.8955,7.4129,1045.34,132.31,25.48,10.945,7.4129,128.79
10351,frame_10351.png,22.36,10.84,7.354,8.559,10.3781,7.4129,1101.85,151.2,27.94,10.842,7.4129,148.01
10381,frame_10381.png,22.8,11.08,7.28,8.691,10.3781,8.8955,1140.04,153.57,26.69,11.159,8.8955,149.17
10411,frame_10411.png,23.28,10.55,7.384,8.295,8.8955,7.4129,1036.77,125.45,26.37,10.956,7.4129,127.08
10441,frame_10441.png,22.96,10.9,7.433,8.463,8.8955,7.4129,1081.39,139.77,27.38,10.914,7.4129,138.76
10471,frame_10471.png,23.67,12.16,7.431,8.521,10.3781,8.8955,1103.06,152.58,30.47,10.822,8.8955,151.26
10501,frame_10501.png,22.7,10.38,7.397,8.399,8.8955,7.4129,1032.53,127.52,27.46,11.074,7.4129,128.98
10531,frame_10531.png,21.68,10.21,7.703,8.781,8.8955,7.4129,1111.65,138.64,28.16,11.046,7.4129,140.26
10561,frame_10561.png,22.79,10.6,7.089,8.351,10.3781,8.8955,1111.12,151.65,28.27,10.779,8.8955,152.03
10591,frame_10591.png,22.3,10.64,7.072,8.248,10.3781,7.4129,1106.67,150.14,28.27,10.694,7.4129,149.68
10621,frame_10621.png,23.19,11.05,7.326,8.495,10.3781,8.8955,1054.01,147.47,29.33,10.975,8.8955,144.9
10651,frame_10651.png,23.43,11.34,7.344,8.428,10.3781,7.4129,1053.05,142.57,28.04,10.96,7.4129,140.32
10681,frame_10681.png,22.69,10.76,7.067,8.431,10.3781,8.8955,1131.02,153.07,27.92,10.942,8.8955,151.21
10711,frame_10711.png,22.07,10.96,7.119,8.145,10.3781,7.4129,1122.24,148.35,27.83,10.794,7.4129,145.92
10741,frame_10741.png,22.38,10.34,7.523,8.294,10.3781,7.4129,1104.66,148.54,27.84,10.725,7.4129,145.83
10771,frame_10771.png,24.61,11.69,7.95,8.313,8.8955,7.4129,1047.05,145.15,28.32,10.889,7.4129,141.71
10801,frame_10801.png,24.18,11.64,7.949,8.619,8.8955,7.4129,1111.21,139.22,26.88,10.712,7.4129,137.15
10831,frame_10831.png,23.02,11.36,7.349,8.302,10.3781,7.4129,1092.39,147.15,27.45,10.712,7.4129,142.37
10861,frame_10861.png,23.93,11.73,7.529,8.322,10.3781,8.8955,1053.92,155.71,29.41,10.803,8.8955,148.17
10891,frame_10891.png,24.15,10.9,7.449,7.899,8.8955,7.4129,1131.6,144.07,25.31,9.76,7.4129,142.55
10921,frame_10921.png,22.51,11.32,7.156,8.251,10.3781,7.4129,1126.21,150.68,26.66,10.614,7.4129,145.33
10951,frame_10951.png,25.28,12.44,6.996,7.051,8.8955,7.4129,1041.08,151.42,21.93,8.416,7.4129,150.44
10981,frame_10981.png,25.62,17.09,5.792,5.626,8.8955,7.4129,1190.46,266.92,19.32,6.77,7.4129,258.72
11011,frame_11011.png,24.48,16.01,5.781,6.176,10.3781,7.4129,1193.43,286.9,16.61,8.209,8.8955,261.64
11041,frame_11041.png,24.5,18.84,5.117,5.068,11.8606,8.8955,1282.7,356.74,16.15,6.256,8.8955,308.53
11071,frame_11071.png,21.9,17.54,4.731,4.883,14.8258,11.8606,1488.84,575.18,19.67,5.331,11.8606,552.09
11101,frame_11101.png,22.55,18.07,4.754,4.748,14.8258,10.3781,1451.15,531.97,19.35,6.369,10.3781,476.27
11131,frame_11131.png,26.51,20.37,5.376,4.916,11.8606,8.8955,1264.36,363.42,21.0,5.588,8.8955,348.43
11161,frame_11161.png,26.47,20.15,4.186,3.349,10.3781,8.8955,1379.13,329.35,17.31,3.728,8.8955,313.25
11191,frame_11191.png,23.92,18.7,5.054,4.758,13.3432,10.3781,1319.45,396.38,19.14,5.227,10.3781,378.7
11221,frame_11221.png,28.54,21.59,6.15,5.485,11.8606,10.3781,1280.38,328.35,15.61,6.84,8.8955,292.15
11251,frame_11251.png,26.14,19.97,5.209,4.818,11.8606,8.8955,1307.03,364.12,15.03,6.013,8.8955,319.79
11281,frame_11281.png,30.42,21.75,6.498,6.217,8.8955,7.4129,1146.6,183.42,20.51,7.349,7.4129,173.5
11311,frame_11311.png,22.78,11.38,5.7,6.287,11.8606,8.8955,1157.63,200.99,17.52,7.381,8.8955,191.43
11341,frame_11341.png,18.31,8.46,6.669,5.009,5.9303,4.4477,1347.88,131.69,9.28,7.223,5.9303,140.58
11371,frame_11371.png,16.47,4.02,6.856,5.395,7.4129,4.4477,1327.45,119.95,9.48,7.76,5.9303,120.41
11401,frame_11401.png,21.2,8.07,7.641,5.199,5.9303,4.4477,1289.85,113.56,11.85,7.777,4.4477,113.8
11431,frame_11431.png,19.39,7.08,7.052,5.411,5.9303,4.4477,1236.85,112.74,12.13,8.028,5.9303,111.12
11461,frame_11461.png,60.22,46.06,9.783,5.963,26.6864,19.2735,2892.65,1418.78,69.36,8.001,19.2735,1265.58
11491,frame_11491.png,58.0,44.31,10.181,5.779,26.6864,19.2735,2880.55,1390.79,67.01,7.778,19.2735,1242.34
11521,frame_11521.png,54.21,39.68,8.896,5.104,26.6864,16.3084,2738.5,1189.78,64.48,6.268,17.791,1050.83
11551,frame_11551.png,56.65,36.79,9.489,4.971,25.2039,13.3432,2518.37,1016.1,58.54,6.219,13.3432,895.43
11581,frame_11581.png,57.69,36.46,9.355,4.685,23.7213,13.3432,2525.95,993.62,57.06,5.742,13.3432,867.21
11611,frame_11611.png,57.35,39.26,8.818,5.048,28.169,17.791,2783.01,1247.03,62.25,6.115,17.791,1095.8
11641,frame_11641.png,55.99,34.64,8.921,4.898,26.6864,14.8258,2646.99,1091.16,57.73,6.187,14.8258,955.78
11671,frame_11671.png,55.95,34.16,9.707,4.889,22.2387,13.3432,2349.48,913.33,54.05,6.177,13.3432,811.74
11701,frame_11701.png,52.22,39.56,8.327,4.644,34.0993,19.2735,3099.9,1489.02,65.85,6.038,19.2735,1305.45
11731,frame_11731.png,57.27,40.68,9.817,5.137,20.7561,16.3084,2473.26,1112.68,63.13,6.527,16.3084,1008.6
11761,frame_11761.png,56.3,53.1,8.654,7.206,31.1342,22.2387,2958.93,1624.07,77.54,8.3,23.7213,1430.57
11791,frame_11791.png,64.23,53.35,11.933,7.618,11.8606,10.3781,1874.99,800.54,67.22,8.224,11.8606,746.28
11821,frame_11821.png,116.7,102.65,19.042,26.784,0.0,0.0,2404.61,129.58,62.36,7.806,1.4826,148.8
11851,frame_11851.png,26.29,11.82,7.76,7.319,7.4129,5.9303,1051.05,136.22,21.39,9.556,5.9303,131.33
11881,frame_11881.png,23.36,13.7,6.719,6.537,10.3781,7.4129,1164.35,242.65,19.82,7.486,8.8955,240.46
11911,frame_11911.png,21.52,16.02,5.447,5.818,14.8258,10.3781,1476.13,542.52,19.72,6.605,11.8606,530.21
11941,frame_11941.png,30.48,24.78,6.279,5.871,8.8955,7.4129,1272.18,357.09,18.49,6.997,7.4129,316.16
11971,frame_11971.png,29.78,19.71,7.157,6.567,7.4129,5.9303,1061.81,161.41,20.75,8.388,5.9303,156.98
12001,frame_12001.png,23.4,14.13,6.364,5.706,7.4129,5.9303,1041.66,162.39,16.81,6.937,5.9303,159.76
12031,frame_12031.png,24.98,16.9,6.11,5.629,10.3781,7.4129,1128.08,225.77,16.21,7.416,7.4129,208.53
12061,frame_12061.png,28.59,9.34,4.62,3.484,17.791,11.8606,1704.83,603.11,27.07,5.438,11.8606,550.51
12091,frame_12091.png,27.48,9.41,4.535,3.379,17.791,11.8606,1761.94,592.17,26.63,5.108,11.8606,539.92
12121,frame_12121.png,27.68,9.26,4.541,3.252,17.791,13.3432,1743.3,622.19,22.37,4.705,13.3432,563.82
12151,frame_12151.png,28.22,11.2,4.565,3.613,19.2735,14.8258,1780.87,687.73,29.46,5.132,14.8258,621.25
12181,frame_12181.png,25.54,9.19,4.328,3.38,17.791,13.3432,1699.26,625.23,22.39,4.75,13.3432,565.94
12211,frame_12211.png,26.24,9.3,4.585,3.393,17.791,13.3432,1689.48,633.78,22.05,4.803,13.3432,573.35
12241,frame_12241.png,27.8,9.57,4.355,3.302,17.791,13.3432,1695.15,623.81,22.47,4.739,13.3432,567.78
12271,frame_12271.png,28.3,12.12,4.298,3.629,17.791,13.3432,1709.23,698.88,24.94,5.249,13.3432,637.85
12301,frame_12301.png,89.87,93.48,8.727,8.23,34.0993,28.169,3729.18,2521.55,117.28,10.531,28.169,2219.13
12331,frame_12331.png,31.63,23.4,4.426,3.351,20.7561,16.3084,2585.41,1523.02,21.84,3.691,16.3084,1404.53
12361,frame_12361.png,33.1,24.95,4.281,3.297,20.7561,16.3084,2514.5,1444.08,22.0,4.159,16.3084,1273.94
12391,frame_12391.png,31.62,23.17,4.117,3.313,19.2735,14.8258,2302.79,1279.99,18.11,4.485,14.8258,1074.43
12421,frame_12421.png,31.08,23.28,4.425,3.305,20.7561,14.8258,2361.87,1311.65,19.89,4.989,14.8258,1081.18
12451,frame_12451.png,33.57,24.74,4.343,3.398,19.2735,14.8258,2199.52,1186.79,18.7,4.558,14.8258,978.13
12481,frame_12481.png,26.87,19.24,3.809,3.347,23.7213,17.791,2498.51,1490.95,19.01,3.601,17.791,1374.56
12511,frame_12511.png,29.54,18.3,4.338,3.401,17.791,13.3432,1877.11,917.98,21.61,4.063,13.3432,802.55
12541,frame_12541.png,41.83,25.37,5.845,4.392,17.791,14.8258,1979.35,956.25,52.01,6.685,16.3084,879.19
12571,frame_12571.png,43.38,27.02,5.794,4.145,20.7561,16.3084,2376.62,1176.9,57.06,6.645,17.791,1073.33
12601,frame_12601.png,44.13,33.54,5.008,3.963,31.1342,22.2387,2882.44,1517.73,65.35,6.432,23.7213,1354.18
12631,frame_12631.png,54.54,45.76,9.096,5.768,23.7213,17.791,2524.59,1160.33,67.64,6.532,17.791,1038.18
12661,frame_12661.png,53.7,47.14,9.134,6.253,23.7213,17.791,2520.15,1196.84,67.39,7.194,17.791,1072.01
12691,frame_12691.png,56.9,50.84,9.218,6.78,26.6864,20.7561,2705.1,1405.36,74.07,7.393,20.7561,1254.79
12721,frame_12721.png,57.17,52.47,9.499,6.74,25.2039,19.2735,2599.34,1382.94,74.86,7.365,20.7561,1243.17
12751,frame_12751.png,56.89,54.09,9.52,7.117,31.1342,23.7213,2931.7,1694.42,76.06,7.917,23.7213,1495.12
12781,frame_12781.png,55.27,51.18,9.457,7.253,22.2387,19.2735,2473.03,1301.87,72.04,8.203,19.2735,1174.73
12811,frame_12811.png,52.84,50.8,8.219,6.885,28.169,22.2387,2733.5,1532.68,74.09,8.097,22.2387,1363.63
12841,frame_12841.png,55.82,51.94,9.116,7.134,25.2039,19.2735,2603.3,1404.73,72.54,7.975,20.7561,1262.11
12871,frame_12871.png,53.87,50.12,8.795,7.137,25.2039,20.7561,2674.59,1436.33,72.27,8.019,20.7561,1289.16
12901,frame_12901.png,55.02,51.67,9.493,7.157,22.2387,17.791,2496.96,1305.87,73.6,8.154,19.2735,1183.72
12931,frame_12931.png,55.12,53.18,9.093,7.331,29.6516,23.7213,2936.14,1689.81,75.02,8.72,23.7213,1497.07
12961,frame_12961.png,58.23,55.16,9.194,7.251,28.169,22.2387,2737.69,1545.24,77.87,8.031,22.2387,1374.36
12991,frame_12991.png,55.42,52.97,9.312,7.209,28.169,22.2387,2826.92,1568.77,75.26,8.297,22.2387,1394.68
